comarca,serventia,codigo_serventia,colunas_nao_correspondentes
MINEIROS,"2a VARA CRIMINAL (CRIMES EM GERAL, CRIMES DOLOSOS CONTRA A VIDA E PRESIDENCIA DO TRIBUNAL DO JURI E CRIMES ENVOLVENDO VIOLENCIA DOMESTICA - LEI 11.340/2006)",87320,serventia (diferente para mesmo codigo)
MORRINHOS,"2a VARA (CIV. CRIMINAL CRIME EM GERAL, CRIMES DOLOSOS CONTRA A VIDA E PRES. DO TRIB. DO JURI, DAS FAZ. PUB. E DE REG. PUB. E AMBIENTAL)",11545,serventia (diferente para mesmo codigo)
NIQUELANDIA,"VARA CRIMINAL (CRIME EM GERAL, CRIMES DOLOSOS CONTRA A VIDA E PRES. DO TRIB. DO JURI EXECUCAO PENAL E INFANCIA E JUVENTUDE INFRACIONAL) E JUIZADO ESPECIAL CRIMINAL",13746,serventia (diferente para mesmo codigo)
PLANALTINA,"1a VARA CRIMINAL (CRIMES DOLOSOS CONTRA A VIDA E PRESIDENCIA DO TRIBUNAL DO JURI, EXECUCAO PENAL E CRIMES ENVOLVENDO VIOLENCIA DOMESTICA)",14601,serventia (diferente para mesmo codigo)
PORANGATU,"2a VARA CIVEL, DAS FAZENDAS PUBLICAS E DE REGISTROS PUBLICOS",11567,serventia (diferente para mesmo codigo)
SENADOR CANEDO,"2a VARA CRIMINAL (CRIMES EM GERAL, CRIMES DOLOSOS CONTRA A VIDA E PRESIDENCIA DO TRIBUNAL DO JURI E CRIMES ENVOLVENDO VIOLENCIA DOMESTICA)",79351,serventia (diferente para mesmo codigo)
SENADOR CANEDO,"VARA DE FAMILIA, SUCESSOES E INFANCIA E JUVENTUDE",87313,serventia (diferente para mesmo codigo)
SENADOR CANEDO,"VARA DE FAZENDAS PUBLICAS, REGISTROS PUBLICOS E AMBIENTAL",87312,serventia (diferente para mesmo codigo)
VALPARAISO DE GOIAS,"1a VARA CIVEL (CIVEL, INFANCIA E JUVENTUDE)",13165,serventia (diferente para mesmo codigo)
VALPARAISO DE GOIAS,3a VARA DE FAMILIA E SUCESSOES E DAS FAZENDAS PUBLICAS,87966,serventia (diferente para mesmo codigo)
